hs6,hscode,품명,MFN(2순위),잠정세율(2순위),APTA(1순위),FTA세율
640419,6404191000,Slippers,10%,,5%,15.60%
640419,6404199000,Other,10%,,5%,15.60%
640420,6404201000,Slippers,10%,,5%,15.60%
640420,6404209000,Other,10%,,5%,15.60%
640510,6405101000,"Outer soles of rubber, plastics, leather or composition leather",12%,,6%,15.60%
640510,6405109010,"Other footwear with uppers of leather or composition leather of wid andimds(with outer soles of materials other than rubber, plastics , leather or composition leather)",12%,,6%,15.60%
640510,6405109090,"Other footwear eieh uppers of leather or composition leather(with outer soles of materials other than rubber, plastics, leather or composition leather)",12%,,6%,15.60%
640520,6405200010,"Footwear with inner soles and uppers of wool felt, outer soled of materials other than rubber, plastics, leather or composition leather",10%,,5%,14.30%
640520,6405200090,"Other footwear with uppers of textile materials, outer soles of materials other than rubber, plastics, leather or composition leather",10%,,5%,14.30%
640590,6405901000,"With outer soles of rubber, plastics, leather or composition leather",6%,,3.90%,4.50%
640590,6405909000,Outer soles of other materials,6%,,3.90%,4.50%
640610,6406100010,"Uppers and parts thereof, consist of leather of wild animals",6%,,3.90%,9.70%
640610,6406100090,Other uppers and parts thereof(other than stiffeners and articles of felt),6%,,3.90%,9.70%
640620,6406201000,Of rubber,6%,,,4.50%
640620,6406202000,Of plastics,6%,,,4.50%
640690,6406901000,Of wood,6%,,3.90%,4.50%
640690,6406909100,"Removable in-soles, heel cushions and similar articles",6%,,3.90%,9.70%
640690,6406909200,"Gaiters, leggings and similar articles, and parts thereof",6%,,3.90%,9.70%
640690,6406909900,Other parts of footwear of other materials,6%,,3.90%,9.70%
650100,6501000000,"Hat-forms, hat bodies and hoods of felt, neither blocked to shape nor with made brims; plateaux and manchons (including slit manchons), of felt",10%,,,14.30%
650200,6502000000,"Hat-shapes, plaited or made by assembling strips of any material, neither blocked to shape, nor with made brims, nor lined, nor trimmed",8%,,,10.60%
650400,6504000000,"Hats and other headgear, plaited or made by assembling strips of any material, whether or not lined or trimmed",8%,,,10.60%
650500,6505001000,Hair-nets,4%,,,3%
650500,6505002000,"Hats and other headgear, knitted or crocheted",8%,,5.20%,10.60%
650500,6505009100,"Felt hats and other felt headgear, made from the hat bodies, hoods or plateaux of heading No. 65. 01, whether or not lined or trimmed",8%,,4.80%,14.30%
650500,6505009900,Other,8%,,5.20%,6%
650610,6506100010,Protecting cover (with veil and colander that can screen biological elements),4%,,,3%
650610,6506100090,Other safety caps(whether or not lined or trimmed),4%,,,3%
650691,6506910000,Of rubber or of plastics,4%,,,3%
650699,6506991010,"Other headgear, of leather of wild animals",8%,,,3%
650699,6506991090,"Other headgear, of leather of other animals",8%,,,3%
650699,6506992010,"Other headgear, of leather of wild animals(whether or not lined or trimmed)",4%,,,3%
650699,6506992090,"Other headgear, of leather of other animals(whether or not lined or trimmed)",4%,,,3%
650699,6506999000,Other,10%,,,15.60%
650700,6507000010,"Headwear accessories (including head-bands, linings, covers, hat foundations, hat frames, peaks and chinstraps)containing materials of wild animals",10%,,,15.60%
650700,6507000090,"Other headwear accessories(including head-bands, linings, covers, hat foundations, hat frames, peaks and chinstraps)",10%,,,15.60%
660110,6601100000,Garden or similar umbrellas,6%,,,4.20%
660191,6601910000,Having a telescopic shaft,4%,,,3%
660199,6601990000,Other,4%,,,3%
660200,6602000011,"Walking-sticks, seat-sticks, whips, riding-crops and the like, containing materials of wild animals",4%,,,3%
660200,6602000019,"Walking-sticks, seat-sticks, whips, riding-crops and the like, of plant materials or animal materials",4%,,,3%
660200,6602000090,"Other walking-sticks, seat-sticks, whips, riding-crops and the like",4%,,,3%
660320,6603200000,"Umbrella frames, including frames mounted on shafts (sticks)",6%,,,4.20%
660390,6603900010,"Parts, trimmings and accessories of articles, containing materials of wild animals",6%,,,4.20%
660390,6603900090,"Other parts, trimmings and accessories of articles, other than covers, tassels, thongs and other articles of textile material",6%,,,4.20%
670100,6701000010,"Worked feathers, down and articles thereof, of wild birds",8%,,,10.60%
670100,6701000090,"Other worked feathers, down and articles thereof (other than goods of heading No.0505 and worked quills and scapes)",8%,,,10.60%
670210,6702100000,Of plastics,8%,,,10.60%
670290,6702901010,"Flowers, foliage and fruit and articles thereof, of feathers or down of wild birds",8%,,4.80%,10.60%
670290,6702901090,"Flowers, foliage and fruit and parts thereof; articles made of artificial flowers, foliage or fruit, of other feathers or down",8%,,4.80%,10.60%
670290,6702902000,Of silk or spun silk,8%,,,15.60%
670290,6702903000,Of man-made fibres,8%,,,15.60%
670290,6702909000,Other,8%,,,10.60%
670300,6703000000,"Human hair, dressed, thinned, bleached or otherwise worked; wool or other animal hair or other textile materials, prepared for use in making wigs or the like",8%,,5.20%,6%
670411,6704110000,Complete wigs,8%,,,16.20%
670419,6704190000,Other,8%,,,16.20%
670420,6704200000,Of human hair,6%,,,4.50%
670490,6704900000,Of other materials,8%,,,16.20%
680100,6801000000,"Setts, curbstones and flagstones, of natural stone (except slate)",12%,,,3.60%
680210,6802101000,Marble,15%,,9.80%,15.60%
680210,6802109000,Other,15%,,9.80%,10.60%
680221,6802211000,Marble,10%,,,3%
680221,6802212000,Travertine,15%,,10.50%,15.60%
680221,6802219000,Other,15%,,10.50%,15.60%
680223,6802230000,Granite,10%,,6.50%,3%
680229,6802291000,Other calcareous stone,15%,,,15.60%
680229,6802299000,Other,15%,,,4.50%
680291,6802911000,Carvings,15%,,,15.60%
680291,6802919000,Other,10%,,,3%
680292,6802921000,Carvings,15%,,,15.60%
680292,6802929000,Other,10%,,,3%
680293,6802931100,Tombstone(gravestone),15%,,,15.60%
680293,6802931900,Other,15%,,10.50%,15.60%
680293,6802939000,Other,10%,,6.50%,3%
680299,6802991000,Carvings,15%,,,15.60%
680299,6802999000,Other,15%,,,15.60%
680300,6803001000,Of slate,15%,,,10.60%
680300,6803009000,Other,15%,,,10.60%
680410,6804100000,"Millstones and grindstones for milling, grinding or pulping",8%,,,0%
680421,6804211000,Grinding wheels,8%,,,2.40%
680421,6804219000,Other,8%,,,2.40%
680422,6804221000,Grinding wheels,8%,,,0%
680422,6804229000,Other,8%,,,0%
680423,6804231000,Grinding wheels,8%,,,0%
680423,6804239000,Other,8%,,,2.40%
680430,6804301000,Oilstones,8%,,5.20%,0%
680430,6804309000,Other,8%,,6.40%,2.40%
680510,6805100000,On a base of woven textile fabric only,8%,,,4.20%
680520,6805200000,On a base of paper or paperboard only,8%,,,2.40%
680530,6805300000,On a base of other materials,8%,,,2.40%
680610,6806101000,Aluminum silicate fiber and its products,10%,,,3.10%
680610,6806109001,"Other mineral fibre, containing slag, <5％",10%,5%,,3.10%
680610,6806109090,"Slag wool, rock wool and similar mineral wools(including intermixtures thereof, inbulk, sheets or rolls)",10%,,,3.10%
680620,6806200000,"Exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials (including intermixtures thereof)",10%,,,3.10%
680690,6806900000,Other,10%,,,5.30%
680710,6807100000,In rolls,10%,,,3.60%
680790,6807900000,Other,10%,,8%,3.60%
680800,6808000000,"Panels, boards, tiles, blocks and similar articles of vegetable fibre, of straw or of shavings, chips, particles, sawdust or other waste, of wood, agglomerated with cement, plaster or other mineral binders",8%,,,3.10%
680911,6809110000,Faced or reinforced with paper or paper-board only,15%,,,
680919,6809190000,Other,15%,,,16.20%
680990,6809900000,Other articles,15%,,,16.20%
681011,6810110000,Building blocks and bricks,10%,,6.50%,3.10%
681019,6810191000,Of artificial stone,10%,,6.50%,3.10%
681019,6810199000,Other,10%,,6.50%,3.10%
681091,6810911000,"Reinforced concrete and prestressed concrete tubes, pipes, rods, plates, piles and similar articles",10%,,,3.10%
681091,6810919000,Other,10%,,,3.10%
681099,6810991000,Railway sleepers of concrete,8%,,,0%
681099,6810999000,Other,10%,,,3.10%
681140,6811401000,Corrugated sheets,5%,,,0%
681140,6811402000,"Other sheets, panels, tiles and similar articles",8%,,,3.10%
681140,6811403000,"Tubes, pipes and tube or pipe fittings",8%,,,0%
681140,6811409000,Other articles,8%,,,2.50%
681181,6811810000,Corrugated sheets,5%,,,0%
681182,6811820000,"Other sheets, panels, tiles and similar articles",8%,,,3.10%
681189,6811891000,"Tubes, pipes and tube or pipe fittings",8%,,,0%
681189,6811899000,Other,8%,,,0%
681280,6812800000,Of crocidolite,10%,,,3.10%
681291,6812910000,"Clothing, clothing accessories, footwear and headgear",10%,,,3.10%
681292,6812920000,"Paper, millboard and felt",10%,,,3.10%
681293,6812930000,"Compressed asbestos fibre jointing, in sheets or rolls",10%,,,3.10%
681299,6812990000,Other,10%,,,3%
681320,6813201000,Brake linings and pads,10%,,,3%
681320,6813209000,Other,10%,,,3.60%
681381,6813810000,Brake linings and pads,10%,,,3%
681389,6813890000,Other,10%,,,3.60%
681410,6814100000,"Plates, sheets and strips of agglomerated or reconstituted mica, whether or not on a support",8%,,,3.10%
681490,6814900000,Other,8%,,,3.10%
681510,6815100000,Non-electrical articles of graphite or other carbon,10%,,,
681520,6815200000,Articles of peat,10%,,,4.50%
681591,6815910000,"Containing magnesite, dolomite or chromite",10%,,,4.50%
681599,6815992010,"Carbon fibres, fual-use items control, modulus atio≥ 12.7×106m, specific ultimate tensile strength≥23.5 ×104m",17%,,,
681599,6815992090,Other carbon fibres,17%,,,
681599,6815993100,Carbon fabric,17%,,,
681599,6815993210,"Carbon fiber pripreg(articles), fual-use items control",17%,,,
681599,6815993290,Other carbon fiber pripreg(articles),17%,,,
681599,6815993900,Other,17%,,,
681599,6815994000,Basalt fiber and its products,17%,,,5.20%
681599,6815999000,Other,10%,,,5.20%
690100,6901000000,"Bricks, blocks, tiles and other ceramic goods of siliceous fossil meals (for example, kieselguhr, tripolite or diatomite) or of similar siliceous earths",8%,,5.20%,0%
690210,6902100000,"Containing by weight, singly or together, more than 50％ of the elements Mg, Ca or Cr, expressed as MgO, CaO or Cr2 O3",8%,,,0%
690220,6902200000,"Containing by weight more than 50％ of alumina (Al2 O3), of silica (SiO2) or of a mixture or compound of these products",8%,,,0%
690290,6902900000,Other,8%,,,2.40%
690310,6903100000,Containing by weight more than 50％ of graphite or other carbon or of a mixture of these products,8%,,,2.40%
690320,6903200000,Containing by weight more than 50％ of alumina (AL2 O3) or of a mixture of compound of alumina and of silica (SiO2),8%,,,0%
690390,6903900000,Other,8%,,,0%
690410,6904100000,Building bricks,15%,,,4.50%
690490,6904900000,Other,15%,,,15.90%
690510,6905100000,Roofing tiles,15%,,,15.90%
690590,6905900000,Other,15%,,,15.90%
690600,6906000000,"Ceramic pipes, conduits, guttering and pipe fittings",15%,10%,,4.50%
690721,6907211000,"Tiles, cubes and similar arti-cles, whether or not rectan-gular, the largest surface area of which is capable of being enclosed in a square the side of which is less than 7 cm",7%,,4.60%,3.60%
690721,6907219000,Other,7%,,,3.60%
690722,6907221000,"Tiles, cubes and similar articles, whether or not rectan-gular, the largest surface area of which is capable of being enclosed in a square the side of which is less than 7 cm",7%,,4.60%,3.60%
690722,6907229000,Other,7%,,,3.60%
690723,6907231000,"Tiles, cubes and similar arti-cles, whether or not rectan-gular, the largest surface area of which is capable of being enclosed in a square the side of which is less than 7 cm",7%,,4.60%,3.60%
690723,6907239000,Other,7%,,,3.60%
690730,6907301000,"Tiles, cubes and similar articles, whether or not rectan-gular, the largest surface area of which is capable of being encolsed in a square the side of which is less than 7 cm",7%,,4.60%,3.60%
690730,6907309000,Other,7%,,,3.60%
690740,6907401000,"Tiles, cubes and similar arti-cles, whether or not rectan-gular, the largest surface area of which is capable of being encolsed in a square the side of which is less than 7 cm",7%,,4.60%,3.60%
690740,6907409000,Other,7%,,,3.60%
690911,6909110000,Of porcelain or china,8%,,,0%
690912,6909120000,Articles having a hardness equivalent to 9 or more on the Mohs scale,8%,,,0%
690919,6909190000,Other,8%,,,0%
690990,6909900000,Other,15%,,,13.60%
691010,6910100000,Of porcelain or china,7%,,4.60%,3%
691090,6910900000,Other,7%,,,3%
691110,6911101100,Bone china,7%,,4.60%,3.60%
691110,6911101900,Other,7%,,4.60%,3.60%
691110,6911102100,Knife tool,7%,,4.60%,4.50%
691110,6911102900,Other,7%,,4.60%,4.50%
691190,6911900000,Other,7%,,4.60%,15.90%
691200,6912001000,Tableware,7%,,,4.50%
691200,6912009000,Other,7%,,,4.50%
691310,6913100000,Of porcelain or china,7%,,,4.50%
691390,6913900000,Other,7%,,,4.50%
691410,6914100000,Of porcelain or china,15%,,,15.90%
691490,6914900000,Other,10%,,,5.30%
700100,7001001000,Colorless optical glass block,12%,,,3.60%
700100,7001009010,Broken glass,12%,,,3.60%
700100,7001009090,Other glass blocks,12%,,,3.60%
700210,7002100000,Balls,12%,,,3.60%
700220,7002201010,"Preformed bars for drawing optical fibre,diameter >= 60 mm",6%,,,0%
700220,7002201090,Other preformed bars for drawing optical fibre,6%,,,0%
700220,7002209000,Other,12%,,,3.60%
700231,7002311000,Waveguide quartz tubes for optical fibres use,5%,1%,,0%
700231,7002319000,Other,12%,,,4.20%
700232,7002320010,Medicinal borosilicate glass tube (content of boron trioxide ≥ 8%),12%,7%,,3.60%
700232,7002320090,Other,12%,,,3.60%
700239,7002390000,"Tubes: Unlisted, unprocessed glass tube",12%,,,3.60%
700312,7003120000,"Coloured throughout the mass (body tinted), opacified, flashed or having an absorbent, or non-reflecting reflecting layer",15%,,,4.50%
700319,7003190001,"Original plate glass using for liquid crystal or an organic light-emitting diode (OLED) displayincluding the protection screen containing alkali glass(cast and rolled other non-wired glass, in sheets or parcel, not colored, transparent and without absorbing layer, not processed in other way)",15%,3%,,5.20%
700319,7003190002,Original glass for mobile phone or tablet cover (including front cover and back cover),15%,5%,,5.20%
700319,7003190090,"Cast and rolled other non-wired glass, in sheets or parcel (not colored, transparent and without absorbing layer, not processed in other way)",15%,,,5.20%
700320,7003200000,Wired sheets,15%,,,4.50%
700330,7003300000,Profiles,15%,,,4.50%
700420,7004200000,"Glass, coloured throughout the mass (body tinted), opacified, flashed or having an absorbent, reflecting or non-reflecting layer",15%,,,5.20%
700490,7004900001,"Optic plane glass, thickness<0.7mm (not coloured, transparent and not having an absorbent, not otherwise worked)",15%,9%,,11.30%
700490,7004900090,"Other glass plate and piece made by blowing and pulling (not colonred, transparent and not having an absorbent not othermie worked)",15%,,,11.30%
700510,7005100000,"Non-wired glass, having an absorbent, reflecting or non-reflecting layer",15%,,,4.50%
700521,7005210000,"Coloured throughout the mass (body tinted), opacified, flashed or merely surface ground",15%,,,4.50%
700529,7005290002,Lidquid cry stal or organic luminous diode (OLED) original plate glass used for display including the protection screen containing alkali glass(Non-wired float slass and piece,10%,3%,,4.50%
700529,7005290003,Original glass for mobile phone or tablet cover (including front cover and back cover),10%,,,4.50%
700529,7005290090,"Other float non-wired glass, in sheets",10%,,,4.50%
700530,7005300000,Wired glass,15%,,,5.20%
700600,7006000001,"LCD glass base plate, more than 6 generation, (1850mm×1500mm), other than 6 generation(bent, edge-worked, engraved, drilled, enamelled or otherwise worked, but not framed or fitted)",10%,4%,,8%
700600,7006000002,"LCD glass base plate, 6 generation and less than, (1850mm×1500mm), other than 6 generation(bent, edge-worked, engraved, drilled, enamelled or otherwise worked, but not framed or fitted)",10%,6%,,8%
700600,7006000090,"Glass in other process Nos.from 70.03 to 70.05 (after being bent, edged, carved, holed and painted with enamel, not mounted in cabinet or fixed)",10%,,,8%
700711,7007111001,"Toughened(tempered) safety glass, of size and shape suitable for incorporation in aircraft, W≥25 tons",2%,1%,,0%
700711,7007111090,"Toughened safety glass for aircraft, spacecraft and ships (other specs and forms suitable for installation in aircraft, spacecraft and ships)",2%,,,0%
700711,7007119000,Other,10%,,,5.30%
700719,7007190000,Other,14%,,,4.20%
700721,7007211000,"for aircraft, spacecraft or vessels",2%,,,0%
700721,7007219000,Other,14%,,,13%
700729,7007290000,Other,14%,,,4.20%
700800,7008001000,Sealed or vacuum insulating glass,14%,,,4.20%
700800,7008009000,Other,14%,,,4.20%
700910,7009100000,Rear-view mirrors for vehicles,10%,,,6.50%
700991,7009910001,Reflecting mirror of trench type solar paraboloid,14%,10%,,13.60%
700991,7009910090,"Other class mirrors, not framed(including rear-view mirrors)",14%,,,13.60%
700992,7009920000,Framed,12%,,7.80%,3.60%
701010,7010100000,Ampoules,14%,,,4.20%
701020,7010200000,"Stoppers, lids and other closures",14%,,,4.20%
701090,7010901000,Exceeding 1L,14%,,,4.20%
701090,7010902000,Exceeding 0.33L but not exceeding 1L,14%,,,4.20%
701090,7010903000,Exceeding 0. 15L but not exceeding 0. 33L,14%,,,4.20%
701090,7010909000,Not exceeding 0. 15L,14%,,,4.20%
701110,7011100000,For electric lighting,12%,,,13.60%
701120,7011201000,Glass envelopes for kinescope and glass parts thereof,10%,,6.50%,3%
701120,7011209000,For cathode-ray tubes: Parts without cathode ray seal (including other parts),10%,,6.50%,
701190,7011901000,For electronic tubes and valves (other than cathode-ray tubes),8%,,,0%
701190,7011909000,Other,14%,,,13.60%
701310,7013100000,Of glass-ceramics,7%,,,15.90%
701322,7013220000,Of lead crystal,7%,,,15.90%
701328,7013280000,Other,7%,,,0%
701333,7013330000,Of lead crystal,7%,,,15.90%
701337,7013370000,Other,7%,,,0%
701341,7013410000,Of lead crystal,7%,,,15.90%
701342,7013420000,Of glasc having a linear coefficient of expansion not exceeding 5 × 10-6 perkelvin within a temperature range of 0℃ to 300℃,7%,,,3%
701349,7013490000,Other,7%,,,3%
701391,7013910000,Of lead crystal,7%,,,3%
701399,7013990000,Other,7%,,,3%
701400,7014001000,"Blanks of optical elements, for optical instruments",10%,,,0%
701400,7014009001,Wave filtering glass (with anti-infrared and anti-radiation film),15%,9%,,5.20%
701400,7014009090,"Other signaling glassware and optical elements of glass(including glass optical elements, other than thoseof heading No. 70. 15)",15%,,,5.20%
701510,7015101000,Blanks for photochromic spectacles,15%,,,11.20%
701510,7015109000,Other,15%,,,5.20%
701590,7015901000,Clock and watch glasses,15%,,,5.20%
701590,7015902000,Blanks for plane photochromic spectacles,15%,,10.50%,5.40%
701590,7015909000,Other,12%,,10.80%,3.60%
701610,7016100000,"Glass cubes and other glass smallwares, whether or not on a backing, for mosaics or similar decorative purposes",15%,,,14.30%
701690,7016901000,Leaded lights and the like,15%,,10.50%,15.60%
701690,7016909000,Other,15%,,10.50%,5.40%
701710,7017100000,Of fused quartz or other fused silica,0%,,,
701720,7017200000,Of other glass having a linear coefficient of expansion not exceeding 5×10-6 per Kelvin within a temperature range of 0℃ to 300℃,8%,,,0%
701790,7017900000,Other,8%,,,2.40%
701810,7018100000,"Glass beads, imitation pearls, imitation precious or semi-precious stones and similar glass smallwares",10%,,,0%
701820,7018200001,"Molten spherical silica powder, diameter ≤ 100um",15%,5.50%,,10.60%
701820,7018200090,Other glass microspheres not exceeding lmm in diameler,15%,,,10.60%
701890,7018900000,Other,15%,10%,,10.60%
701911,7019110010,"Chopped fibres, fual-use items control, length ≤ 50mm, modulus atio≥3.18× 106 m, specific ultimate tensile strength≥7.62×104 m",10%,,,3.60%
701911,7019110090,"Other chopped fibres, fual-use items control, length≤50mm",10%,,,3.60%
701912,7019120020,"Glass fibres rovings, fual-use items control, modulus atio≥3.18×106 m, specific ultimate tensile strength≥ 7.62×104 m",10%,,,
701912,7019120090,Other glass fibres rovings,10%,,,
701919,7019190012,"Glass fibre or filaments(specific modulus ≥3.18×106 m, specific ultimate tensile strength≥7.62×104 m)",8%,,,3%
701919,7019190090,"Other glass comb, yarn and chopped fiber",8%,,,3%
701931,7019310000,Mats,5%,,,0%
701932,7019320000,Thin sheets (voiles),10%,,,4.20%
701939,7019391000,Mattresses,10%,,,3.10%
701939,7019399000,Other,10%,,,3.10%
701940,7019400000,Woven fabrics of rovings,10%,,,3.60%
701951,7019510010,"Glass fibres woven fabrics, fual-use items control, width≤15mm",10%,,,3.60%
701951,7019510090,"Other glass fibres woven fabrics, width≤30cm",10%,,,3.60%
701952,7019520001,"Glass fibres filament plain weave for CCL(width > 30cm, of filaments measuring per single yarn≤136 tex)",10%,,,
701952,7019520090,"Other class fibrels filament plain weave (width > 30cm, of filaments measuring per single yarn ≤ 136 tex)",10%,,,
701959,7019590000,Other,10%,,6.50%,7.80%
701990,7019901000,Glass wool and its articles,7%,,,3.70%
701990,7019902100,Weight<450g/ m2,7%,,,3.70%
701990,7019902900,Other,7%,,,3.70%
701990,7019909000,Other,7%,,,3.70%
702000,7020001100,Conductivity glass,10%,7%,,
702000,7020001200,Glass umbrella for insulator,10%,,6.50%,3.10%
702000,7020001301,"Quartz reactor tubes and holders for production of semiconductor wafers, of fused quartz or other fused silica(for inserting in melting and oxidation)",10%,,6.50%,0%
702000,7020001390,Other articles of fused quartz or other fused silica (other than glass umbrella for insulator),10%,,6.50%,0%
702000,7020001901,Quartz reactor tubes and holders for production of semiconductor wafers (for inserting in melting and oxidation),10%,,6.50%,0%
702000,7020001990,Other galss articles for other technical use,10%,,6.50%,0%
702000,7020009100,Glass inners for vacuum flasks or for other vacuum vessels,20%,,,11.20%
702000,7020009901,"Quartz glass, levelling degree ≤1 μm",10%,4%,6.50%,4.50%
702000,7020009990,Other glass articles not for other technical use,10%,,6.50%,4.50%
710110,7101101100,Tahitian pearls,21%,0%,,11.20%
710110,7101101900,Other,21%,,,11.20%
710110,7101109100,Tahitan pearls,21%,0%,,11.20%
710110,7101109900,Other,21%,,,11.20%
710121,7101211001,Ungraded and unworked cultured tahitan pearls(semimanufactured),21%,0%,,11.20%
710121,7101211090,Other uagraded and unworked cultured pearls(semimanufactured),21%,,,11.20%
710121,7101219001,Other unworked cultured tahitan pearls(semi-manufactured),21%,0%,,11.20%
710121,7101219090,Other unworked cultured pearls(semi-manufactured),21%,,,11.20%
710122,7101221001,"Cultured Tahitan pearls, ungraded, worlced (semi-manufactured)",21%,0%,,13.60%
710122,7101221090,"Other cultured pearls, ungraded, worked (semi-manufactured)",21%,,,13.60%
710122,7101229001,Other worked cultured tahitan pearls(semi-manufactured),21%,0%,,13.60%
710122,7101229090,Other worked cultured pearls(semi-manufactured),21%,,,13.60%
710210,7102100000,Unsorted,3%,,,0%
710221,7102210000,"Unworked or simply sawn, cleaved or bruted",0%,,,
710229,7102290000,Other,0%,,,
710231,7102310000,"Unworked or simply sawn, cleaved or bruted",3%,,,0%
710239,7102390000,Other,4%,,0%,0%
710310,7103100000,Unworked or simply sawn or roughly shaped,3%,,2%,0%
710391,7103910000,"Rubies, sapphires and emeralds",4%,,2%,0%
710399,7103991000,Jadeite,4%,,2%,0%
710399,7103992000,Crystal,4%,,2%,2.40%
710399,7103993000,Tourmaline,4%,,2%,2.40%
710399,7103994000,Nephrite,4%,,2%,2.40%
710399,7103999000,Other,4%,,2%,2.40%
710410,7104100000,Piezo-electric quartz,4%,,,
710420,7104201000,Diamonds,0%,,,
710420,7104209000,Other,0%,,,
710490,7104901100,Diamonds,4%,,,0%
710490,7104901200,"Other: For technical use: Other sapphires for industrial use (synthetic or reconstituted gemstones, semi precious stones)",4%,,,0%
710490,7104901900,Other,4%,,,1.80%
710490,7104909100,Diamonds,4%,,2.80%,0%
710490,7104909900,Other,4%,,3.60%,0%
710510,7105101000,Natural,0%,,,
710510,7105102000,Synthetic,0%,,,
710590,7105900000,Other,0%,,,
710610,7106101100,Average diameter less than 3 micron,0%,,,
710610,7106101900,Other,0%,,,
710610,7106102100,Average diameter less than 10 micron,0%,,,
710610,7106102900,Other,0%,,,
710691,7106911000,of a purity of 99. 99 or more,0%,,,
710691,7106919000,Other,0%,,,
710692,7106921000,of a purity of 99. 99 or more,0%,,,
710692,7106929000,Other,0%,,,
710700,7107000000,"Base metals clad with silver, not further worked than semi-manufactured",8%,,,3.10%
710811,7108110000,Powder,0%,,,
710812,7108120000,Other unwrought forms,0%,,,
710813,7108130000,Other semi-manufactured forms,0%,,,
710820,7108200000,Monetary,0%,,,
710900,7109000000,"Base metals or silver, clad with gold, not further worked than semi-manufactured",8%,,,3.10%
711011,7110110000,Unwrought or in powder form,0%,,,
711019,7110191000,Plates and sheets,0%,,,
711019,7110199000,Other,3%,,,0%
711021,7110210000,Unwrought or in powder form,0%,,,
711029,7110291000,Plates and sheets,0%,,,
711029,7110299000,Other,3%,,,0%
711031,7110310000,Unwrought or in powder form,0%,,,
711039,7110391000,Plates and sheets,0%,,,
711039,7110399000,Other,3%,,,0%
711041,7110410000,Unwrought or in powder form,0%,,,
711049,7110491000,Plates and sheets,0%,,,
711049,7110499000,Other,3%,,,0%
711100,7111000000,"Base metals, silver or gold, clad with platinum, not further worked than semi-manufactured",3%,,,0%
711230,7112301000,Of silver or silver compounds,8%,,,0%
711230,7112309000,Other,6%,,,0%
711291,7112911010,Waster and scrap of gold,0%,,,
711291,7112911090,"Waster and scrap of including metal clad with gold, but excluding sweepings containing other precious metals",0%,,,
711291,7112912000,Waste and scrap with gold or gold compounds,6%,,,0%
711292,7112921000,Of platinum,0%,,,
711292,7112922001,"Other waste and scraps with platinum and its compounds, containing > 3％ of platinum (but excluding sweeping contcaining other precious metals, used for recycling platinum)",6%,0%,,0%
711292,7112922090,"Other waste and scraps containing platinum(but excluding sweepings containing other precious metals, used for recycling platinum)",6%,,,0%
711299,7112991000,Waste and scrap with silver or silver compounds,8%,,,0%
711299,7112992000,Waste and scrap with other precious metals,6%,,,0%
711299,7112999000,Other,0%,,,
711311,7113111000,Diamond mounted of set,8%,,5.20%,10.60%
711311,7113119010,"Silver jewellery and parts thereof, inlaid with articles of endangered species(whether or not plated or clad with other precious metal)",8%,,5.20%,10.60%
711311,7113119090,Other silver jewellery and parts thereof(whether or not plated or clad with other precious metal),8%,,5.20%,10.60%
711319,7113191100,Diomond mounted,8%,,5.20%,10.60%
711319,7113191910,"Gold jewellery and parts thereof, inlaid with articles of endangered species (whether or not plated or clad with other precious metal)",8%,,5.20%,6%
711319,7113191990,Other gold jewellery and parts thereof(whether or not plated or clad with other precious metal),8%,,5.20%,6%
711319,7113192100,Diomond mounted,10%,,6.50%,
711319,7113192910,"Platinum jewellery and parts thereof, inlaid with articles of endangered species, whether or not plated or clad with other precious metal",10%,,6.50%,
711319,7113192990,"Other platinum jewellery and parts thereof, whether or not plated or clad with other precious metal",10%,,6.50%,
711319,7113199100,Diomond mounted or set,10%,,6.50%,
711319,7113199910,"Jewellery and parts thereof, of precious metal, inlaid with articles of endangered species(whether or not plated or clad with other precious metal)",10%,,6.50%,
711319,7113199990,Other jewellery and parts thereof of precious metal (whether or not plated or clad with other precious metal),10%,,6.50%,
711320,7113201000,Diamond mounted or set,10%,,6.50%,
711320,7113209010,"Jewellery and parts thereof, of base metal clad with precious metal, inlaid with articles of endangered species",10%,,6.50%,
711320,7113209090,"Other jewellery and parts thereof, of base metal clad with precious metal",10%,,6.50%,
711411,7114110010,"Silversmiths' wares and parts thereof, inlaid with articles of endangered species(whether or not plated or clad with other precious metal)",10%,,,
711411,7114110090,Other silversmiths' wares and parts thereof(whether or not plated or clad with other precious metal),10%,,,
711419,7114190010,"Goldsmiths' or silversmiths' wares and parts thereof, inlaid with articles of endangered species(whether or not plated or clad with other precious metal)",10%,,,
711419,7114190020,"Of other precious metal gold and parts (regardless of whether the packet, plated with precious metal)",10%,,,
711419,7114190090,"Other goldsmiths' or silversmiths' wares and parts thereof, of precious metal(whether or not plated or clad with other precious metal)",10%,,,
711420,7114200010,"Goldsmiths' or silversmiths' wares and parts thereof, inlaid with articles of endangered species, of base metal cald with precious metal",10%,,8%,
711420,7114200090,"Other goldsmiths' or silversmiths' wares and parts thereof, of base metal cald with precious metal",10%,,8%,
711510,7115100000,"Catalysts in the form of wire cloth or grill, of platinum",3%,,,0%
711590,7115901010,Articles of silver for industrial or laboratory use,3%,0%,,0%
711590,7115901020,Articles of gold for industrial or laboratory use,3%,0%,,0%
711590,7115901090,Articles of precious metal or of metal clad with precious metal for industrial or laboratory use,3%,0%,,0%
