hscode,품명,기본세율,FTA,hs6
5407699010,Weighing not more than 170 g/m² (619),14.90%,1.40%,540769
5407699060,Weighing more than 170 g/m² (620),14.90%,1.40%,540769
5407710015,Weighing not more than 170 g/m² (620),14.90%,1.40%,540771
5407710060,Weighing more than 170 g/m² (620),14.90%,1.40%,540771
5407720015,Weighing not more than 170 g/m² (620),14.90%,1.40%,540772
5407720060,Weighing more than 170 g/m² (620),14.90%,1.40%,540772
5407731000,The thread count of which per cm (treating multiple (folded) or cabled yarns as single threads) is over 69 but not over 142 in the warp and over 31 but not over 71 in the filling (620),Free,,540773
5407732015,Weighing not more than 170 g/m² (620),8.50%,Free,540773
5407732060,Weighing more than 170 g/m² (620),8.50%,Free,540773
5407740015,Weighing not more than 170 g/m² (620),14.90%,1.40%,540774
5407740060,Weighing more than 170 g/m² (620),14.90%,1.40%,540774
5407810010,Poplin or broadcloth (625),14.90%,Free,540781
5407810020,Sheeting (627),14.90%,Free,540781
5407810030,Printcloth (626),14.90%,Free,540781
5407810040,Satin weave or twill weave (628),14.90%,Free,540781
5407810090,Other (629),14.90%,Free,540781
5407820010,Poplin or broadcloth (625),14.90%,Free,540782
5407820020,Sheeting (627),14.90%,Free,540782
5407820030,Printcloth (626),14.90%,Free,540782
5407820040,Satin weave or twill weave (628),14.90%,Free,540782
5407820090,Other (629),14.90%,Free,540782
5407830010,Poplin or broadcloth (625),8.50%,Free,540783
5407830020,Sheeting (627),8.50%,Free,540783
5407830030,Printcloth (626),8.50%,Free,540783
5407830040,Satin weave or twill weave (628),8.50%,Free,540783
5407830090,Other (629),8.50%,Free,540783
5407840010,Poplin or broadcloth (625),14.90%,Free,540784
5407840020,Sheeting (627),14.90%,Free,540784
5407840030,Printcloth (626),14.90%,Free,540784
5407840040,Satin weave or twill weave (628),14.90%,Free,540784
5407840090,Other (629),14.90%,Free,540784
5407910510,Not combed (410),25%,Free,540791
5407910520,Combed (410),25%,Free,540791
5407911000,Other (624),12%,Free,540791
5407912010,Mixed mainly or solely with artificial filaments (620),14.90%,1.40%,540791
5407912020,Poplin or broadcloth (625),14.90%,1.40%,540791
5407912030,Sheeting (627),14.90%,1.40%,540791
5407912040,Printcloth (626),14.90%,1.40%,540791
5407912050,Satin weave or twill weave (628),14.90%,1.40%,540791
5407912090,Other (629),14.90%,1.40%,540791
5407920510,Not combed (410),25%,Free,540792
5407920520,Combed (410),25%,Free,540792
5407921010,Not combed (624),12%,Free,540792
5407921020,Combed (624),12%,Free,540792
5407922010,Mixed mainly or solely with artificial filaments or metalized yarn (620),14.90%,1.40%,540792
5407922020,Poplin or broadcloth (625),14.90%,1.40%,540792
5407922030,Sheeting (627),14.90%,1.40%,540792
5407922040,Printcloth (626),14.90%,1.40%,540792
5407922050,Satin weave or twill weave (628),14.90%,1.40%,540792
5407922090,Other (629),14.90%,1.40%,540792
5407930510,Not combed (410),25%,Free,540793
5407930520,Combed (410),25%,Free,540793
5407931000,Other (624),12%,Free,540793
5407931500,"Containing 85 percent or more by weight of man-made filaments, the thread count of which per cm (treating multiple (folded) or cabled yarns as single threads) is over 69 but not over 142 in the warp and over 31 but not over 71 in the filling (620)",Free,,540793
5407932010,Mixed mainly or solely with artificial filaments or metalized yarn (620),12%,1.20%,540793
5407932020,Poplin or broadcloth (625),12%,1.20%,540793
5407932030,Sheeting (627),12%,1.20%,540793
5407932040,Printcloth (626),12%,1.20%,540793
5407932050,Satin weave or twill weave (628),12%,1.20%,540793
5407932090,Other (629),12%,1.20%,540793
5407940510,Not combed (410),Free,,540794
5407940520,Combed (410),Free,,540794
5407941000,Other (624),12%,Free,540794
5407942010,Mixed mainly or solely with artificial filaments or metalized yarns (620),14.90%,1.40%,540794
5407942020,Poplin or broadcloth (625),14.90%,1.40%,540794
5407942030,Sheeting (627),14.90%,1.40%,540794
5407942040,Printcloth (626),14.90%,1.40%,540794
5407942050,Satin weave or twill weave (628),14.90%,1.40%,540794
5407942090,Other (629),14.90%,1.40%,540794
5408100000,Woven fabrics obtained from high tenacity yarn of viscose rayon (618),14.90%,Free,540810
5408210030,Weighing not more than 170 g/m² (618),14.90%,Free,540821
5408210060,Weighing more than 170 g/m² (618),14.90%,Free,540821
5408221000,Of cuprammonium rayon (618),14.90%,Free,540822
5408229030,Weighing not more than 170 g/m² (618),14.90%,Free,540822
5408229060,Weighing more than 170 g/m² (618),14.90%,Free,540822
5408231100,Of cuprammonium rayon (618),Free,,540823
5408231900,Other (618),Free,,540823
5408232100,Of cuprammonium rayon (618),12%,Free,540823
5408232930,Weighing not more than 170 g/m² (618),12%,Free,540823
5408232960,Weighing more than 170 g/m² (618),12%,Free,540823
5408241000,Of cuprammonium rayon (618),12%,Free,540824
5408249010,Discharge printed (618),12%,Free,540824
5408249020,Other (618),12%,Free,540824
5408249040,Discharge printed (618),12%,Free,540824
5408249050,Other (618),12%,Free,540824
5408310510,Not combed (410),25%,Free,540831
5408310520,Combed (410),25%,Free,540831
5408311000,Other (624),12%,Free,540831
5408312010,Mixed mainly or solely with synthetic filaments (618),14.90%,Free,540831
5408312020,Poplin or broadcloth (625),14.90%,Free,540831
5408312030,Sheeting (627),14.90%,Free,540831
5408312040,Printcloth (626),14.90%,Free,540831
5408312050,Satin weave or twill weave (628),14.90%,Free,540831
5408312090,Other (629),14.90%,Free,540831
5408320510,Not combed (410),19.70%,Free,540832
5408320520,Combed (410),19.70%,Free,540832
5408321000,Other (624),12%,Free,540832
5408323000,"Containing 30 percent or more by weight of silk or silk waste, valued over $33 per kg (618)",6.90%,Free,540832
5408329010,Mixed mainly or solely with synthetic filaments (618),15%,Free,540832
5408329020,Poplin or broadcloth (625),15%,Free,540832
5408329030,Sheeting (627),15%,Free,540832
5408329040,Printcloth (626),15%,Free,540832
5408329050,Satin weave or twill weave (628),15%,Free,540832
5408329090,Other (629),15%,Free,540832
5408330510,Not combed (410),19.60%,Free,540833
5408330520,Combed (410),19.60%,Free,540833
5408331000,Other (624),12%,Free,540833
5408331500,"Containing 85 percent or more by weight of man-made filaments, the thread count of which per cm (treating multiple (folded) or cabled yarns as single threads) is over 69 but not over 142 in the warp and over 31 but not over 71 in the filling (618)",12.3¢/kg + 11.4%,Free,540833
5408333000,"Containing 30 percent or more by weight of silk or silk waste, valued over $33 per kg (618)",6.90%,Free,540833
5408339010,Mixed mainly or solely with synthetic filaments or metalized yarn (618),12%,Free,540833
5408339020,Poplin or broadcloth (625),12%,Free,540833
5408339030,Sheeting(627),12%,Free,540833
5408339040,Printcloth (626),12%,Free,540833
5408339050,Satin weave or twill weave (628),12%,Free,540833
5408339090,Other (629),12%,Free,540833
5408340510,Not combed (410),Free,,540834
5408340520,Combed (410),Free,,540834
5408341000,Other (624),12%,Free,540834
5408343000,"Containing 30 percent or more by weight of silk or silk waste, valued over $33 per kg (618)",Free,,540834
5408349010,Mixed mainly or solely with synthetic filaments (618),12%,Free,540834
5408349020,Poplin or broadcloth (625),12%,Free,540834
5408349030,Sheeting(627),12%,Free,540834
5408349040,Printcloth (626),12%,Free,540834
5408349050,Satin weave or twill weave (628),12%,Free,540834
5408349085,Discharge printed (629),12%,Free,540834
5408349095,Other (629),12%,Free,540834
5501100000,Of nylon or other polyamides,7.50%,Free,550110
5501200000,Of polyesters,7.50%,Free,550120
5501300010,"Containing 92 percent or more by weight of acrylonitrile units with filaments numbering fewer than 70,000 (+/-2000) with filament diameter 1.59 decitex (plus or minus 0.027) or less, or in a separable tow construction capable of being separated into tows of 70,000 (+/-2000) or fewer with filament diameter 1.59 decitex (plus or minus 0.027) or less.",7.50%,Free,550130
5501300090,Other,7.50%,Free,550130
5501400000,Of polypropylene,7.50%,Free,550140
5501900100,Other,7.50%,Free,550190
5502100000,Of cellulose acetate,7.50%,Free,550210
5502900000,Other,7.50%,Free,550290
5503110000,Of aramids,4.30%,Free,550311
5503191000,Containing 10 percent or more by weight of nylon 12,Free,,550319
5503199000,Other,4.30%,Free,550319
5503200015,"Bi-component fibers having an outer copolymer sheath that melts at a lower temperature than the core, of a kind used for bonding fibers together",4.30%,Free,550320
5503200025,Measuring less than 3.3 decitex,4.30%,Free,550320
5503200045,Measuring 3.3 decitex or more but less than 13.2 decitex,4.30%,Free,550320
5503200065,Measuring 13.2 decitex or more,4.30%,Free,550320
5503300000,Acrylic or modacrylic,4.30%,Free,550330
5503400000,Of polypropylene,4.30%,Free,550340
5503901000,Of vinyon,Free,,550390
5503909000,Other,4.30%,Free,550390
5504100000,Of viscose rayon,4.30%,Free,550410
5504900000,Other,4.30%,Free,550490
5505100020,Of nylon or other polyamides,Free,,550510
5505100040,Of polyesters,Free,,550510
5505100060,Other,Free,,550510
5505200000,Of artificial fibers,Free,,550520
5506100000,Of nylon or other polyamides,5%,Free,550610
5506200000,Of polyesters,5.70%,Free,550620
5506300000,Acrylic or modacrylic,5%,Free,550630
5506400000,Of polypropylene,5%,Free,550640
5506900100,Other,5%,Free,550690
5507000000,"Artificial staple fibers, carded, combed or otherwise processed for spinning",5%,Free,550700
5508100000,Of synthetic staple fibers (200),11.40%,Free,550810
5508200000,Of artificial staple fibers (200),11%,Free,550820
5509110000,Single yarn (604),9.40%,Free,550911
5509120000,Multiple (folded) or cabled yarn (604),10.60%,Free,550912
5509210000,Single yarn (604),9.70%,Free,550921
5509220010,"Multiple (folded), with a final ""Z"" twist (200)",10.60%,Free,550922
5509220090,Other (604),10.60%,Free,550922
5509310000,Single yarn (604),9%,Free,550931
5509320000,Multiple (folded) or cabled yarn (604),10%,Free,550932
5509410010,Of polyvinyl alcohol (PVA) fibers (604),9%,Free,550941
5509410090,Other (604),9%,Free,550941
5509420010,Of polyvinyl alcohol (PVA) fibers (604),7%,Free,550942
5509420090,Other (604),7%,Free,550942
5509513000,Single yarn (607),9.70%,Free,550951
5509516000,Multiple (folded) or cabled yarn (607),10.60%,Free,550951
5509520000,Mixed mainly or solely with wool or fine animal hair (607),12%,Free,550952
5509530030,Not exceeding 52 nm (607),13.20%,Free,550953
5509530060,Exceeding 52 nm (607),13.20%,Free,550953
5509590000,Other (607),13.20%,Free,550959
5509610000,Mixed mainly or solely with wool or fine animal hair (607),13.20%,Free,550961
5509620000,Mixed mainly or solely with cotton (607),12%,Free,550962
5509692000,Single yarn (607),9%,Free,550969
5509694000,Multiple (folded) or cabled yarn (607),10%,Free,550969
5509696000,Other (607),13.20%,Free,550969
5509910000,Mixed mainly or solely with wool or fine animal hair (607),12%,Free,550991
5509920000,Mixed mainly or solely with cotton (607),7.50%,Free,550992
5509992000,Single yarn (607),9%,Free,550999
5509994000,Multiple (folded) or cabled yarn (607),10.60%,Free,550999
5509996000,Other (607),13.20%,Free,550999
5510110000,Single yarn (603),9%,Free,551011
5510120000,Multiple (folded) or cabled yarn (603),10.60%,Free,551012
5510200000,"Other yarn, mixed mainly or solely with wool or fine animal hair (607)",10.20%,Free,551020
5510300000,"Other yarn, mixed mainly or solely with cotton (607)",7.50%,Free,551030
5510902000,Single yarn (607),9%,Free,551090
5510904000,Multiple (folded) or cabled yarn (607),10.60%,Free,551090
5510906000,Other (607),13.20%,Free,551090
5511100030,Acrylic or modacrylic (200),7.50%,Free,551110
5511100060,Other (200),7.50%,Free,551110
5511200000,"Of synthetic staple fibers, containing less than 85 percent by weight of such fibers (200)",7.50%,Free,551120
5511300000,Of artificial staple fibers (200),7.50%,Free,551130
5512110010,Poplin or broadcloth (614),12%,Free,551211
5512110022,Of a width exceeding 254 cm (613),12%,Free,551211
5512110027,Other (613),12%,Free,551211
5512110030,Printcloth (615),12%,Free,551211
5512110040,"Cheesecloth; lawns, voiles or batistes (226)",12%,Free,551211
5512110050,Duck (219),12%,Free,551211
5512110060,Satin weave or twill weave (617),12%,Free,551211
5512110070,Oxford cloth (227),12%,Free,551211
5512110090,Other (220),12%,Free,551211
5512190005,"Of yarns of different colors, except blue denim or jacquard weave (218)",13.60%,Free,551219
5512190010,Blue denim (225),13.60%,Free,551219
5512190015,Poplin or broadcloth (614),13.60%,Free,551219
5512190022,Of a width exceeding 254 cm (613),13.60%,Free,551219
5512190027,Other (613),13.60%,Free,551219
5512190030,Printcloth (615),13.60%,Free,551219
5512190035,"Cheesecloth; lawns, voiles or batistes (226)",13.60%,Free,551219
5512190040,Duck (219),13.60%,Free,551219
5512190045,Satin weave or twill weave (617),13.60%,Free,551219
5512190050,Oxford cloth (227),13.60%,Free,551219
5512190090,Other (220),13.60%,Free,551219
5512210010,Poplin or broadcloth (614),12%,Free,551221
5512210020,Sheeting (613),12%,Free,551221
5512210030,Printcloth (615),12%,Free,551221
5512210040,"Cheesecloth; lawns, voiles or batistes (226)",12%,Free,551221
5512210050,Duck (219),12%,Free,551221
5512210060,Satin weave or twill weave (617),12%,Free,551221
5512210070,Oxford cloth (227),12%,Free,551221
5512210090,Other (220),12%,Free,551221
5512290005,"Of yarns of different colors, except blue denim or jacquard weave (218)",12%,Free,551229
5512290010,Blue denim (225),12%,Free,551229
5512290015,Poplin or broadcloth (614),12%,Free,551229
5512290020,Sheeting (613),12%,Free,551229
5512290025,Printcloth (615),12%,Free,551229
5512290030,"Cheesecloth; lawns, voiles or batistes (226)",12%,Free,551229
5512290035,Duck (219),12%,Free,551229
5512290040,Satin weave or twill weave (617),12%,Free,551229
5512290045,Oxford cloth (227),12%,Free,551229
5512290090,Other (220),12%,Free,551229
5512910010,Poplin or broadcloth (614),14.90%,Free,551291
5512910020,Sheeting (613),14.90%,Free,551291
5512910030,Printcloth (615),14.90%,Free,551291
5512910040,"Cheesecloth; lawns, voiles or batistes (226)",14.90%,Free,551291
5512910050,Duck (219),14.90%,Free,551291
5512910060,Satin weave or twill weave (617),14.90%,Free,551291
5512910070,Oxford cloth (227),14.90%,Free,551291
5512910090,Other (220),14.90%,Free,551291
5512990005,"Of yarns of different colors, except blue denim or jacquard weave (218)",12%,Free,551299
5512990010,Blue denim (225),12%,Free,551299
5512990015,Poplin or broadcloth (614),12%,Free,551299
5512990020,Sheeting (613),12%,Free,551299
5512990025,Printcloth (615),12%,Free,551299
5512990030,"Cheesecloth; lawns, voiles or batistes (226)",12%,Free,551299
5512990035,Duck (219),12%,Free,551299
5512990040,Satin weave or twill weave (617),12%,Free,551299
5512990045,Oxford cloth (227),12%,Free,551299
5512990090,Other (220),12%,Free,551299
5513110020,Poplin or broadcloth (614),14.90%,Free,551311
5513110040,Sheeting (613),14.90%,Free,551311
5513110060,Printcloth (615),14.90%,Free,551311
5513110090,"Cheesecloth; lawns, voiles or batistes (226)",14.90%,Free,551311
5513120000,"3-thread or 4-thread twill, including cross twill, of polyester staple fibers (617)",14.90%,Free,551312
5513130020,Satin weave or twill weave (617),14.90%,Free,551313
5513130040,Oxford cloth (227),14.90%,Free,551313
5513130090,Other (220),14.90%,Free,551313
5513190010,Poplin or broadcloth (614),14.90%,Free,551319
5513190020,Sheeting (613),14.90%,Free,551319
5513190030,Printcloth (615),14.90%,Free,551319
5513190040,"Cheesecloth; lawns, voiles or batistes (226)",14.90%,Free,551319
5513190050,Satin weave or twill weave (617),14.90%,Free,551319
5513190060,Oxford cloth (227),14.90%,Free,551319
5513190090,Other (220),14.90%,Free,551319
5513210020,Poplin or broadcloth (614),14.90%,Free,551321
5513210040,Sheeting (613),14.90%,Free,551321
5513210060,Printcloth (615),14.90%,Free,551321
5513210090,"Cheesecloth; lawns, voiles or batistes (226)",14.90%,Free,551321
5513230121,Satin weave or twill weave (617),14.90%,Free,551323
5513230141,Oxford cloth (227),14.90%,Free,551323
5513230191,Other (220),14.90%,Free,551323
5513290010,Poplin or broadcloth (614),14.90%,Free,551329
5513290020,Sheeting (613),14.90%,Free,551329
5513290030,Printcloth (615),14.90%,Free,551329
5513290040,"Cheesecloth; lawns, voiles or batistes (226)",14.90%,Free,551329
5513290050,Satin weave or twill weave (617),14.90%,Free,551329
5513290060,Oxford cloth (227),14.90%,Free,551329
5513290090,Other (220),14.90%,Free,551329
5513310000,"Of polyester staple fibers, plain weave (218)",14.90%,Free,551331
5513390111,Jacquard weave (220),14.90%,Free,551339
5513390115,Oxford cloth (218),14.90%,Free,551339
5513390191,Other (218),14.90%,Free,551339
5513410020,Poplin or broadcloth (614),14.90%,Free,551341
5513410040,Sheeting (613),14.90%,Free,551341
5513410060,Printcloth (615),14.90%,Free,551341
5513410090,"Cheesecloth; lawns, voiles or batistes (226)",14.90%,Free,551341
5513491000,"3-thread or 4-thread twill, including cross twill, of polyester staple fibers (617)",13.60%,Free,551349
5513492020,Satin weave or twill weave (617),14.90%,Free,551349
5513492040,Oxford cloth (227),14.90%,Free,551349
5513492090,Other (220),14.90%,Free,551349
5513499010,Poplin or broadcloth (614),8.50%,Free,551349
5513499020,Sheeting (613),8.50%,Free,551349
5513499030,Printcloth (615),8.50%,Free,551349
5513499040,"Cheesecloth; lawns, voiles or batistes (226)",8.50%,Free,551349
5513499050,Satin weave or twill weave (617),8.50%,Free,551349
5513499060,Oxford cloth (227),8.50%,Free,551349
5513499090,Other (220),8.50%,Free,551349
5514110020,Poplin or broadcloth (614),14.90%,Free,551411
5514110030,Not napped (613),14.90%,Free,551411
5514110050,Napped (613),14.90%,Free,551411
5514110090,Plain weave duck (219),14.90%,Free,551411
5514120020,Not napped (617),14.90%,Free,551412
5514120040,Napped (617),14.90%,Free,551412
5514191020,Satin weave or twill weave (617),14.90%,Free,551419
5514191040,"Duck, except plain weave (219)",14.90%,Free,551419
5514191090,Other (220),14.90%,Free,551419
5514199010,Poplin or broadcloth (614),8.50%,Free,551419
5514199020,Sheeting (613),8.50%,Free,551419
5514199030,Duck (219),8.50%,Free,551419
5514199040,Satin weave or twill weave (617),8.50%,Free,551419
5514199090,Other (220),8.50%,Free,551419
5514210020,Poplin or broadcloth (614),14.90%,Free,551421
5514210030,Not napped (613),14.90%,Free,551421
5514210050,Napped (613),14.90%,Free,551421
5514210090,Plain weave duck (219),14.90%,Free,551421
5514220020,Not napped (617),14.90%,Free,551422
5514220040,Napped (617),14.90%,Free,551422
5514230020,Satin weave or twill weave (617),14.90%,Free,551423
5514230040,"Duck, except plain weave (219)",14.90%,Free,551423
5514230090,Other (220),14.90%,Free,551423
5514290010,Poplin or broadcloth (614),12%,Free,551429
5514290020,Sheeting (613),12%,Free,551429
5514290030,Duck (219),12%,Free,551429
5514290040,Satin weave or twill weave (617),12%,Free,551429
5514290090,Other (220),12%,Free,551429
5514303100,"Of polyester staple fibers, plain weave (218)",14.90%,Free,551430
5514303210,Blue denim (225),14.90%,Free,551430
5514303215,Other denim (218),14.90%,Free,551430
5514303280,Other (218),14.90%,Free,551430
5514303310,Jacquard weave (220),12%,Free,551430
5514303390,Other (218),12%,Free,551430
5514303910,Blue denim (225),Free,,551430
5514303920,Jacquard weave (220),Free,,551430
5514303990,Other (218),Free,,551430
5514410020,Poplin or broadcloth (614),14.90%,Free,551441
5514410030,Not napped (613),14.90%,Free,551441
5514410050,Napped (613),14.90%,Free,551441
5514410090,Plain weave duck (219),14.90%,Free,551441
5514420020,Not napped (617),14.90%,Free,551442
5514420040,Napped (617),14.90%,Free,551442
5514430020,Satin weave or twill weave (617),Free,,551443
5514430040,"Duck, except plain weave (219)",Free,,551443
5514430090,Other (220),Free,,551443
5514490010,Poplin or broadcloth (614),8.50%,Free,551449
5514490020,Sheeting (613),8.50%,Free,551449
5514490030,Duck (219),8.50%,Free,551449
5514490040,Satin weave or twill weave (617),8.50%,Free,551449
5514490090,Other (220),8.50%,Free,551449
5515110005,"Of yarns of different colors, except blue denim or jacquard weave (218)",14.90%,Free,551511
5515110010,Blue denim (225),14.90%,Free,551511
5515110015,Poplin or broadcloth (614),14.90%,Free,551511
5515110020,Sheeting (613),14.90%,Free,551511
5515110025,Printcloth (615),14.90%,Free,551511
5515110030,"Cheesecloth; lawns, voiles or batistes (226)",14.90%,Free,551511
5515110035,Duck (219),14.90%,Free,551511
5515110040,Satin weave or twill weave (617),14.90%,Free,551511
5515110045,Oxford cloth (227),14.90%,Free,551511
5515110090,Other (220),14.90%,Free,551511
5515120010,Poplin or broadcloth (625),12%,Free,551512
5515120022,Of a width exceeding 254 cm (627),12%,Free,551512
5515120027,Other (627),12%,Free,551512
5515120030,Printcloth (626),12%,Free,551512
5515120040,Satin weave or twill weave (628),12%,Free,551512
5515120090,Other (629),12%,Free,551512
5515130510,Not combed (410),25%,Free,551513
5515130520,Combed (410),25%,Free,551513
5515131010,Not combed (624),12%,Free,551513
5515131020,Combed (624),12%,Free,551513
5515190005,"Of yarns of different colors, except blue denim or jacquard weave (218)",12%,Free,551519
5515190010,Blue denim (225),12%,Free,551519
5515190015,Poplin or broadcloth (614),12%,Free,551519
5515190020,Sheeting (613),12%,Free,551519
5515190025,Printcloth (615),12%,Free,551519
5515190030,"Cheesecloth; lawns, voiles or batistes (226)",12%,Free,551519
5515190035,Duck (219),12%,Free,551519
5515190040,Satin weave or twill weave (617),12%,Free,551519
5515190045,Oxford cloth (227),12%,Free,551519
5515190090,Other (220),12%,Free,551519
5515210010,Poplin or broadcloth (625),Free,,551521
5515210020,Sheeting (627),Free,,551521
5515210030,Printcloth (626),Free,,551521
5515210040,Satin weave or twill weave (628),Free,,551521
5515210090,Other (629),Free,,551521
5515220510,Not combed (410),20.10%,Free,551522
5515220520,Combed (410),20.10%,Free,551522
5515221000,Other (624),12%,Free,551522
5515290005,"Of yarns of different colors, except blue denim or jacquard weave (218)",Free,,551529
5515290010,Blue denim (225),Free,,551529
5515290015,Poplin or broadcloth (614),Free,,551529
5515290020,Sheeting (613),Free,,551529
5515290025,Printcloth (615),Free,,551529
5515290030,"Cheesecloth; lawns, voiles or batistes (226)",Free,,551529
5515290035,Duck (219),Free,,551529
5515290040,Satin weave or twill weave (617),Free,,551529
5515290045,Oxford cloth (227),Free,,551529
5515290090,Other (220),Free,,551529
5515910010,Poplin or broadcloth (625),12%,Free,551591
5515910020,Sheeting (627),12%,Free,551591
5515910030,Printcloth (626),12%,Free,551591
5515910040,Satin weave or twill weave (628),12%,Free,551591
5515910090,Other (629),12%,Free,551591
5515990510,Not combed (410),25%,Free,551599
5515990520,Combed (410),25%,Free,551599
5515991010,Not combed (624),12%,Free,551599
5515991020,Combed (624),12%,Free,551599
5515999005,"Of yarns of different colors, except blue denim or jacquard weave (218)",8.50%,Free,551599
5515999010,Blue denim (225),8.50%,Free,551599
5515999015,Poplin or broadcloth (614),8.50%,Free,551599
5515999020,Sheeting (613),8.50%,Free,551599
5515999025,Printcloth (615),8.50%,Free,551599
5515999030,"Cheesecloth; lawns, voiles or batistes (226)",8.50%,Free,551599
5515999035,Duck (219),8.50%,Free,551599
5515999040,Satin weave or twill weave (617),8.50%,Free,551599
5515999045,Oxford cloth (227),8.50%,Free,551599
5515999090,Other (220),8.50%,Free,551599
5516110010,Plain weave (611),14.90%,Free,551611
5516110020,Satin weave or twill weave (611),14.90%,Free,551611
5516110090,Other (611),14.90%,Free,551611
5516120010,Plain weave (611),14.90%,Free,551612
5516120020,Satin weave or twill weave (611),14.90%,Free,551612
5516120090,Other (611),14.90%,Free,551612
5516130000,Of yarns of different colors (611),14.90%,Free,551613
5516140005,Discharge printed (611),10%,Free,551614
5516140015,Other (611),10%,Free,551614
5516140025,Discharge printed (611),10%,Free,551614
5516140030,Other (611),10%,Free,551614
5516140085,Discharge printed (611),10%,Free,551614
5516140095,Other (611),10%,Free,551614
5516210010,Poplin or broadcloth (625),14.90%,Free,551621
5516210020,Sheeting (627),14.90%,Free,551621
5516210030,Printcloth (626),14.90%,Free,551621
5516210040,Satin weave or twill weave (628),14.90%,Free,551621
5516210090,Other (629),14.90%,Free,551621
5516220010,Poplin or broadcloth (625),14.90%,Free,551622
5516220020,Sheeting (627),14.90%,Free,551622
5516220030,Printcloth (626),14.90%,Free,551622
5516220040,Satin weave or twill weave (628),14.90%,Free,551622
5516220090,Other (629),14.90%,Free,551622
5516230010,Poplin or broadcloth (625),8.50%,Free,551623
5516230020,Sheeting (627),8.50%,Free,551623
5516230030,Printcloth (626),8.50%,Free,551623
5516230040,Satin weave or twill weave (628),8.50%,Free,551623
5516230090,Other (629),8.50%,Free,551623
5516240010,Poplin or broadcloth (625),14.90%,Free,551624
5516240020,Sheeting (627),14.90%,Free,551624
5516240030,Printcloth (626),14.90%,Free,551624
5516240040,Satin weave or twill weave (628),14.90%,Free,551624
5516240085,Discharge printed (629),14.90%,Free,551624
5516240095,Other (629),14.90%,Free,551624
5516310510,Not combed (410),19.80%,Free,551631
5516310520,Combed (410),19.80%,Free,551631
5516311000,Other (624),12%,Free,551631
5516320510,Not combed (410),25%,Free,551632
5516320520,Combed (410),25%,Free,551632
5516321000,Other (624),12%,Free,551632
5516330510,Not combed (410),25%,Free,551633
5516330520,Combed (410),25%,Free,551633
5516331000,Other (624),12%,Free,551633
5516340510,Not combed (410),19.70%,Free,551634
5516340520,Combed (410),19.70%,Free,551634
5516341000,Other (624),12%,Free,551634
5516410010,Poplin or broadcloth (614),14.90%,Free,551641
5516410022,Of a width exceeding 127 cm (613),14.90%,Free,551641
5516410027,Other (613),14.90%,Free,551641
5516410030,Printcloth (615),14.90%,Free,551641
5516410040,"Cheesecloth; lawns, voiles or batistes (226)",14.90%,Free,551641
5516410050,Duck (219),14.90%,Free,551641
5516410060,Satin weave or twill weave (617),14.90%,Free,551641
5516410070,Oxford cloth (227),14.90%,Free,551641
5516410090,Other (220),14.90%,Free,551641
5516420010,Poplin or broadcloth (614),12%,Free,551642
5516420022,Of a width exceeding 127 cm (613),12%,Free,551642
5516420027,Other (613),12%,Free,551642
5516420030,Printcloth (615),12%,Free,551642
5516420040,"Cheesecloth; lawns, voiles or batistes (226)",12%,Free,551642
5516420050,Duck (219),12%,Free,551642
5516420060,Satin weave or twill weave (617),12%,Free,551642
5516420070,Oxford cloth (227),12%,Free,551642
5516420090,Other (220),12%,Free,551642
5516430010,Blue denim (225),Free,,551643
5516430015,Other denim (218),Free,,551643
5516430020,Jacquard weave (220),Free,,551643
5516430035,Of a width exceeding 127 cm (218),Free,,551643
5516430080,Other (218),Free,,551643
5516440010,Poplin or broadcloth (614),8.50%,Free,551644
5516440022,Of a width exceeding 127 cm (613),8.50%,Free,551644
5516440027,Other (613),8.50%,Free,551644
5516440030,Printcloth (615),8.50%,Free,551644
5516440040,"Cheesecloth; lawns, voiles or batistes (226)",8.50%,Free,551644
5516440050,Duck (219),8.50%,Free,551644
5516440060,Satin weave or twill weave (617),8.50%,Free,551644
5516440070,Oxford cloth (227),8.50%,Free,551644
5516440090,Other (220),8.50%,Free,551644
5516910010,Poplin or broadcloth (614),12%,Free,551691
5516910020,Sheeting (613),12%,Free,551691
5516910030,Printcloth (615),12%,Free,551691
5516910040,"Cheesecloth; lawns, voiles or batistes (226)",12%,Free,551691
5516910050,Duck (219),12%,Free,551691
5516910060,Satin weave or twill weave (617),12%,Free,551691
5516910070,Oxford cloth (227),12%,Free,551691
5516910090,Other (220),12%,Free,551691
5516920010,Poplin or broadcloth (614),12%,Free,551692
5516920020,Sheeting (613),12%,Free,551692
5516920030,Printcloth (615),12%,Free,551692
5516920040,"Cheesecloth; lawns, voiles or batistes (226)",12%,Free,551692
5516920050,Duck (219),12%,Free,551692
5516920060,Satin weave or twill weave (617),12%,Free,551692
5516920070,Oxford cloth (227),12%,Free,551692
5516920090,Other (220),12%,Free,551692
5516930010,Blue denim (225),8.50%,Free,551693
5516930020,Jacquard weave (220),8.50%,Free,551693
5516930090,Other (218),8.50%,Free,551693
5516940010,Poplin or broadcloth (614),12%,Free,551694
5516940020,Sheeting (613),12%,Free,551694
5516940030,Printcloth (615),12%,Free,551694
5516940040,"Cheesecloth; lawns, voiles or batistes (226)",12%,Free,551694
5516940050,Duck (219),12%,Free,551694
5516940060,Satin weave or twill weave (617),12%,Free,551694
