hscode,품명,기본세율,FTA,hs6
3824999284," Preparation consisting by weight of 83|% or more of 3a,4,7,7a-tetrahydro-4,7-methanoindene (dicyclopentadiene), a synthetic rubber, whether or not containing by weight 7|% or more of tricyclopentadiene, and: -|either an aluminium-alkyl compound, -|or an organic complex of tungsten -|or an organic complex of molybdenum",6.50%,0.00%,382499
3824999285,Mixture of bis [3-(triethoxysilyl)propyl]sulphides (CAS RN 211519-85-6),6.50%,0.00%,382499
3824999287,"Acetophenone (CAS RN 98-86-2), with a purity by weight of 60|% or more but not more than 90|%",6.50%,0.00%,382499
3824999288,"2,4,7,9-Tetramethyldec-5-yne-4,7-diol, hydroxyethylated (CAS RN 9014-85-1)",6.50%,0.00%,382499
3824999289,"Mixture of tertiary alkyldimethyl amines containing by weight: - 60|% or more but not more than 80|% of dodecyldimethylamine (CAS RN 112-18-5), and - 20|% or more but not more than 30|% of dimethyl(tetradecyl)amine (CAS RN 112-75-4)",6.50%,0.00%,382499
3824999290,"1,2-benzenedicarboxylic acid, di-C6-10-alkyl esters  (CAS RN 68515-51-5)",6.50%,0.00%,382499
3824999291,"1,2-benzenedicarboxylic acid, mixed decyl and hexyl and octyl diesters with ≥ 0,3% of dihexyl phthalate  (CAS RN 68648-93-1)",6.50%,0.00%,382499
3824999298,"Monosodium glutamate in mixture or in solution, containing by dry weight 50 % or more of monosodium glutamate",6.50%,0.00%,382499
3824999299,Other,0.00%,0.00%,382499
3824999330,"Powder Mixture containing by weight: -|85|% or more of zinc diacrylate (CAS|RN|14643-87-9), -|not more than 5|% of 2,6-di-tert-butyl-alpha-dimethylamino-p-cresol (CAS|RN|88-27-7), and -|not more than 10|% of zinc stearate (CAS|RN|557-05-1)",6.50%,0.00%,382499
3824999335,Paraffin with a level of chlorination of 70 % or more (CAS RN 63449-39-8),6.50%,0.00%,382499
3824999338,"Mixture of 4,4'-(perfluoroisopropylidene)diphenol (CAS|RN|1478-61-1) and 4,4'-(perfluoroisopropylidene)diphenol benzyl triphenyl phosphonium salt (CAS|RN|75768-65-9)",6.50%,0.00%,382499
3824999340,"Anti-corrosion preparations consisting of salts of dinonylnaphthalenesulphonic acid, either: -|on a support of mineral wax, whether or not modified chemically, or -|in the form of a solution in an organic solvent",6.50%,0.00%,382499
3824999342,"Mixture of bis{4-(3-(3-phenoxycarbonylamino)tolyl)ureido}phenylsulphone, diphenyltoluene-2,4-dicarbamate and 1-[4-(4-aminobenzenesulphonyl)-phenyl]-3-(3-phenoxycarbonylamino-tolyl)-urea",6.50%,0.00%,382499
3824999343," Solid extract of the residual, insoluble in aliphatic solvents, obtained during the extraction of rosin from wood, having the following characteristics: - a resin acid content not exceeding 30|% by weight, - an acid number not exceeding 110 and - a melting point of 100!o!|C or more",6.50%,0.00%,382499
3824999345,"Sodium hydrogen 3-aminonaphthalene-1,5-disulphonate (CAS RN 4681-22-5) containing by weight: -|not more than 20|% of disodium sulphate, and -|not more than 10|% of sodium chloride",6.50%,0.00%,382499
3824999348,"Nonhalogenated flame retardant containing by weight: -50 % or more, but not more than 65 % of piperazine pyrophosphate (CAS RN 66034-17-1), -35 % or more, but not more than 45 % of a phosphoric acid derivative and -not more than 6 % of zinc oxide (CAS RN 1314-13-2)",6.50%,0.00%,382499
3824999350,"Preparation, consisting of acesulfame potassium (CAS RN 55589-62-3) and potassium hydroxide (CAS RN 1310-58-3)",6.50%,0.00%,382499
3824999353,"Zinc dimethacrylate (CAS RN 13189-00-9), containing not more than 2,5|% by weight of 2,6-di-tert-butyl-alpha-dimethyl amino-p-cresol (CAS RN 88-27-7), in the form of powder",6.50%,0.00%,382499
3824999355,"Mixture containing by weight -|70|% or more, but not more than 90|% of (S)-indoline-2-carboxylic acid (CAS RN 79815-20-6) and -|10|% or more, but not more than 30|% of o-chlorocinnamic acid (CAS RN 3752-25-8)",6.50%,0.00%,382499
3824999360,"Mixture of phytosterols (CAS RN 949109-75-5) in powder form containing by weight: -|40|% or more but not more than 88|% of sitosterols, -|20|% or more but not more than 63|% of campesterols, -|14|% or more but not more than 38|% of stigmasterols, -|not more than 13|% brassicasterols, and -|not more than 5|% sitostanols",6.50%,0.00%,382499
3824999363," Mixture of phytosterols, not in the form of powder, containing by weight: -|75|% or more of sterols, -|not more than 25|% of stanols, for use in the manufacture of stanols/sterols or stanol/sterol esters",6.50%,0.00%,382499
3824999365,"Reaction mass of 1,1'-(isopropylidene)bis[3,5-dibromo-4-(2,3-dibromo-2-methylpropoxy)benzene] (CAS RN 97416-84-7) and 1,3-dibromo-2-(2,3-dibromo-2-methylpropoxy)-5-{2-[3,5-dibromo-4-(2,3,3-tribromo-2-methylpropoxy)phenyl]propan-2-yl}benzene",6.50%,0.00%,382499
3824999367,"Mixture of phytosterols, in the form of powder, containing by weight: - 75% or more of sterols, - not more than 25% of stanols for use in the manufacture of stanols/sterols or stanol/sterol esters",6.50%,0.00%,382499
3824999370,"Oligomeric reaction product, consisting of bis(4-hydroxyphenyl) sulfone and 1,1'-oxybis(2-chloroethane)",6.50%,0.00%,382499
3824999375,"Mixture of phytosterols, in the form of flakes and balls, containing by weight 80 % or more of sterols and not more than 4 % of stanols",6.50%,0.00%,382499
3824999383," Preparation containing: -|C,C'-azodi(formamide) (CAS RN 123-77-3), -|magnesium oxide (CAS RN 1309-48-4) and -|zinc bis(p-toluene sulphinate) (CAS RN 24345-02-6) in which the gas formation from C,C'-azodi(formamide) occurs at 135|°C",6.50%,0.00%,382499
3824999385,"Particles of silicon dioxide on which are covalently bonded organic compounds, for use in the manufacture of high performance liquid chromatography columns (HPLC) and sample preparation cartridges",6.50%,0.00%,382499
3824999388," Mixture of phytosterols containing by weight: -|60|% or more, but not more than 80|% of sitosterols, -|not more than 15|% of campesterols, -|not more than 5|% of stigmasterols and -|not more than 15|% of betasitostanols",6.50%,0.00%,382499
3824999389,"Monosodium glutamate in mixture or in solution, containing by dry weight 50 % or more of monosodium glutamate",6.50%,0.00%,382499
3824999390,Other,0.00%,0.00%,382499
3824999630," Rare-earth concentrate containing by weight: -|20|% or more but not more than 30|% of cerium oxide (CAS RN 1306-38-3), -|2|% or more but not more than 10|% of lanthanum oxide (CAS RN 1312-81-8), -|10|% or more but not more than 15|% of yttrium oxide (CAS RN 1314-36-9), and -|not more than 65|% of zirconium oxide (CAS RN 1314-23-4) including natural occurring hafnium oxide",6.50%,0.00%,382499
3824999633,"Buffer cartridge not exceeding 8000 ml containing: -0.05 % or more but not more than 0.1 % by weight of 5-Chloro-2-methyl-2,3-dihydroisothiazol-3-one (CAS RN 55965-84-9) and -0.05 % or more but not more that 0.1 % by weight of 2-Methyl-2,3-dihydroisothiazol-3-one (CAS RN 2682-20-4) as a biostatic",6.50%,0.00%,382499
3824999635,Calcined bauxite (refractory grade),6.50%,0.00%,382499
3824999637,Structured silica alumina phosphate,6.50%,0.00%,382499
3824999640," Anti-corrosion preparations consisting of salts of dinonylnaphthalenesulphonic acid, either: -|on a support of mineral wax, whether or not modified chemically, or -|in the form of a solution in an organic solvent",6.50%,0.00%,382499
3824999645,"Lithium nickel cobalt aluminium oxide powder (CAS RN 177997-13-6) with: -a particle size of less than 10 μm, -a purity by weight of more than 98 %",6.50%,0.00%,382499
3824999646," Manganese zinc ferrite granulate, containing by weight: - 52|% or more but not more than 76|% of iron(III)oxide, - 13|% or more but not more than 42|% of manganese oxide, and - 2|% or more but not more than 22|% of zinc oxide",6.50%,0.00%,382499
3824999647," Mixed metals oxides, in the form of powder, containing by weight: -|either 5|% or more of barium, neodymium or magnesium and 15|% or more of titanium, -|or 30|% or more of lead and 5|% or more of niobium, for use in the manufacture of dielectric films or for use as dielectric materials in the manufacture of multilayer ceramic capacitors",6.50%,0.00%,382499
3824999648,"Zirconium oxide (ZrO@2), calcium oxide stabilised (CAS RN 68937-53-1) with a zirconium oxide content by weight of 92|% or more but not more than 97|%",6.50%,0.00%,382499
3824999650,"Nickel hydroxide, doped with 12|% or more but not more than 18|% by weight of zinc hydroxide and cobalt hydroxide, of a kind used to produce positive electrodes for accumulators",6.50%,0.00%,382499
3824999653,"Rare-earth concentrate containing by weight 60|% or more but not more than 95|% of rare-earth oxides and not more than 1|% each of zirconium oxide, aluminium oxide or iron oxide, and having a loss on ignition of 5|% or more by weight",6.50%,0.00%,382499
3824999655," Carrier in|powder form, consisting of: -|ferrite (Iron oxide) (CAS RN 1309-37-1) -|manganese oxide (CAS RN 1344-43-0) -|magnesium oxide (CAS RN 1309-48-4) -|styrene acrylate copolymer |to be mixed with the toner powder, in the manufacturing of ink/toner filled |bottles or cartridges for |facsimile machines, computer printers and copiers",6.50%,0.00%,382499
3824999657,"Particles of silicon dioxide on which are covalently bonded organic compounds, for use in the manufacture of high performance liquid chromatography columns (HPLC) and sample preparation cartridges",6.50%,0.00%,382499
3824999660,Fused magnesia containing by weight 15|% or more of dichromium trioxide,6.50%,0.00%,382499
3824999665,"Aluminium sodium silicate, in the form of spheres of a diameter of: -|either 1,6mm or more but not more than 3,4mm, -|or 4mm or more but not more than 6mm",6.50%,0.00%,382499
3824999670,"Powder containing by weight: -|28|% or more but not more than 51|% of talc (CAS RN 14807-96-6) -|30,5|% or more but not more than 48|% of silicon dioxide (quartz) (CAS RN 14808-60-7) -|17|% or more but not more than 26|% of aluminium oxide (CAS RN 1344-28-1)",6.50%,0.00%,382499
3824999673," Reaction product, containing by weight: -|1|% or more but not more than 40|% of molybdenum oxide, -|10|% or more but not more than 50|% of nickel oxide, -|30|% or more but not more than 70|% of tungsten oxide",6.50%,0.00%,382499
3824999674,"Mixture with a non-stoichiometric composition: -|with a crystalline structure, -|with a content of fused magnesia-alumina spinel and with admixtures of silicate phases and aluminates, at least 75|% by weight of which consists of fractions with a grain size of 1-3|mm and at most 25|% consists of| fractions with a grain size of 0-1|mm",6.50%,0.00%,382499
3824999680," Mixture consisting of: -|64|% or more, but not more than 74|% by weight of amorphous silica (CAS RN 7631-86-9) -|25|% or more, but not more than 35|% by weight of butanone (CAS RN 78-93-3) and -|not more than 1|% by weight of 3-(2,3-epoxypropoxy)propyltrimethoxysilane (CAS RN 2530-83-8)",6.50%,0.00%,382499
3824999683,Cubic Boron nitride (CAS RN 10043-11-5) coated with nickel and/or|nickelphosphide (CAS RN 12035-64-2),6.50%,0.00%,382499
3824999685,"Preparation containing: -|C,C'-azodi(formamide) (CAS RN 123-77-3), -|magnesium oxide (CAS RN 1309-48-4) and -|zinc bis(p-toluene sulphinate) (CAS RN 24345-02-6) in which the gas formation from C,C'-azodi(formamide) occurs at 135|°C",6.50%,0.00%,382499
3824999687,"Platinum oxide (CAS RN 12035-82-4) fixed on a porous support of aluminium oxide (CAS RN 1344-28-1), containing by weight: -|0,1|% or more but not more than 1|% of platinum, and -|0,5|% or more but not more than 5|% of ethylaluminium dichloride (CAS RN 563-43-9)",6.50%,6.50%,382499
3824999689,"Monosodium glutamate in mixture or in solution, containing by dry weight 50 % or more of monosodium glutamate",6.50%,0.00%,382499
3824999699,Other,6.50%,0.00%,382499
3825100000,Municipal waste,6.50%,0.00%,382510
3825200000,Sewage sludge,6.50%,0.00%,382520
3825300000,Clinical waste,6.50%,0.00%,382530
3825410000,Halogenated,6.50%,0.00%,382541
3825490000,Other,6.50%,0.00%,382549
3825500000,"Wastes of metal-pickling liquors, hydraulic fluids, brake fluids and anti-freeze fluids",6.50%,0.00%,382550
3825610000,Mainly containing organic constituents,6.50%,0.00%,382561
3825690000,Other,6.50%,0.00%,382569
3825901000,Alkaline iron oxide for the purification of gas,5.00%,0.00%,382590
3825909000,Other,6.50%,0.00%,382590
3826001020,Consigned from Canada,6.50%,0.00%,382600
3826001029,Other,6.50%,0.00%,382600
3826001050,Consigned from Canada,6.50%,0.00%,382600
3826001059,Other,6.50%,0.00%,382600
3826001089,Consigned from Canada,6.50%,0.00%,382600
3826001099,Other,6.50%,0.00%,382600
3826009011,Consigned from Canada,6.50%,0.00%,382600
3826009019,Other,6.50%,0.00%,382600
3826009030,"Blends containing by weight 20|% or less of fatty-acid mono-alkyl esters or of a mixture of fatty-acid mono-alkyl esters and paraffinic gasoil obtained from synthesis and/or hydro-treatment, of non-fossil origin",6.50%,0.00%,382600
3826009090,Other,6.50%,0.00%,382600
3901101020,"High flow linear low density polyethylene-1-butene / LLDPE (CAS RN 25087-34-7) in form of powder, with -a melt flow rate (MFR 190 °C/2,16 kg) of 16g/10min or more, but not more than 24 g/10 min and -a density (ASTM D 1505) of 0,922 g/cm³ or more, but not more than 0,926 g/cm³ and -a vicat softening temperature of min. 94 °C",6.50%,0.00%,390110
3901101090,Other,6.50%,0.00%,390110
3901109030,"Polyethylene granules, containing by weight 10|% or more but not more than 25|% of copper",6.50%,0.00%,390110
3901109090,Other,6.50%,0.00%,390110
3901201000,"Polyethylene in one of the forms mentioned in note|6(b) to this chapter, of a specific gravity of 0,958|or more at 23|°C, containing: -|50|mg/kg or less of aluminium, -|2|mg/kg or less of calcium, -|2|mg/kg or less of chromium, -|2|mg/kg or less of iron, -|2|mg/kg or less of nickel, -|2|mg/kg or less of titanium and -|8|mg/kg or less of vanadium, for the manufacture of chlorosulphonated polyethylene",0.00%,0.00%,390120
3901209000,Other,6.50%,0.00%,390120
3901300010,"For cavity filling, for use in certain types of aircraft",6.50%,0.00%,390130
3901300099,Other,6.50%,0.00%,390130
3901400010,"High flow linear low density polyethylene-1-butene / LLDPE (CAS RN 25087-34-7) in form of powder, with -a melt flow rate (MFR 190 °C/2,16 kg) of 16g/10min or more, but not more than 24 g/10 min and -a density (ASTM D 1505) of 0,922 g/cm³ or more, but not more than 0,926 g/cm³ and -a vicat softening temperature of min. 94 °C",6.50%,0.00%,390140
3901400020,"Octene linear low-density polyethylene (LLDPE) in the form of pellets with: -|10|% or more but not more than 20|% by weight of octene, -|a melt flow ratio of 9,0|or more, but not more than 10,0|(using ASTM D1238|10.0/2.16), -|a melt index (190°C/2.16|kg) of 0,4|g / 10|min or more but not more than 0,6|g / 10|min, -|a density of 0,909 g/cm³ or more, but not more than 0,913 g/cm³ using ASTM D4703, -|a gel area per 24,6 cm³ of not more than 20 mm²; and -|an anti-oxidant level of not more than 240|ppm",6.50%,0.00%,390140
3901400030,"Octene linear low-density polyethylene (LLDPE) produced by a Ziegler-Natta catalyst method|in the form of pellets with: -|more than 10|% but not more than 20|% by weight of copolymer, -|a melt flow rate (MFR 190°C/2,16|kg) of 0,7|g / 10|min or more|but not more than 0,9|g / 10|min, and -|a density (ASTM D4703) of 0,911 g/cm³ or more, but not more than 0,913 g/cm³ for use in the co-extrusion processing of films for flexible food packaging",6.50%,0.00%,390140
3901400040,"Block copolymer of ethylene with octene in the form of pellets: -|with a specific gravity of 0,862|or more, but not more than 0,865, -|able to stretch to at least 200|% its original length, -|with a hysteresis of 50|%|(±10|%), -|with permanent deformation of not more than 20|%, for use in the manufacture of napkin liners for babies",6.50%,0.00%,390140
3901400090,Other,6.50%,0.00%,390140
3901903000,"Ionomer resin consisting of a salt of a terpolymer of ethylene with isobutyl acrylate and methacrylic acid; A-B-A block copolymer of polystyrene, ethylene-butylene copolymer and polystyrene, containing by weight 35|% or less of styrene, in one of the forms mentioned in note|6(b) to this chapter",0.00%,0.00%,390190
3901908010,"For cavity filling, for use in certain types of aircraft",6.50%,0.00%,390190
3901908053,"Copolymer of ethylene and acrylic acid (CAS RN 9010-77-9) with -|an acrylic acid content of 18,5|% or more but not more than 49,5|% by weight (ASTM D4094), and -|a melt flow rate of 14g/10|min (MFR 125|°C/2.16|kg, ASTM D1238) or more",6.50%,0.00%,390190
3901908055,"Zinc or sodium salt of an ethylene and acrylic acid copolymer, with: -|an acrylic acid content of 6|% or more but not more than 50|% by weight, and -|a melt flow rate of 1g/10|min or more at 190|°C/2.16|kg (measured using ASTM D1238)",6.50%,0.00%,390190
3901908067,Copolymer made exclusively from ethylene and methacrylic acid monomers in which the methacrylic acid content is 11|% by weight|or more,6.50%,0.00%,390190
3901908070,"Ethylene maleic anhydride copolymer, whether or not containing another olefin comonomer, with a melt flow rate of 1,3g/10|min or more at 190|°C/2,16|kg (measured using ASTM D1238)",6.50%,0.00%,390190
3901908073," Mixture containing by weight -|80|% or more, but not more than 94|% of chlorinated polyethylene (CAS RN 64754-90-1) and -|6|% or more, but not more than 20|% of styrene-acrylic copolymer (CAS RN 27136-15-8)",6.50%,0.00%,390190
3901908091,Ionomer resin consisting of a salt of a copolymer of ethylene with methacrylic acid,6.50%,0.00%,390190
3901908092,Chlorosulphonated polyethylene,6.50%,0.00%,390190
3901908093,"Copolymer of ethylene, vinyl acetate and carbon monoxide, for use as a plasticizer in the manufacture of roof sheets",6.50%,0.00%,390190
3901908094,"Mixtures of A-B block copolymer of polystyrene and ethylene-butylene copolymer and A-B-A block copolymer of polystyrene, ethylene-butylene copolymer and polystyrene, containing by weight not more than 35|% of styrene",6.50%,0.00%,390190
3901908097,"Chlorinated polyethylene, in the form of powder",6.50%,0.00%,390190
3901908099,Other,0.00%,0.00%,390190
3902100020,"Polypropylene, containing no plasticiser, -|of a melting point of more than 150|°C (as determined by the ASTM D 3417|method), -|of a heat of fusion of 15|J/g or more but not more than 70|J/g, -|of an elongation at break of 1|000|% or more (as determined by the ASTM D 638|method), -|of a tensile modulus of 69|MPa or more but not more than 379|MPa (as determined by the ASTM D 638|method)",6.50%,0.00%,390210
3902100040," Polypropylene, containing no plasticiser: -of a tensile strength: of 32-77 MPa (as determined by the ASTM D638 method);  -of a flexural strength of 50-105 MPa (as determined by the ASTM D790 method);  -of a Melt Flow Rate (MFR) at 230 °C/ 2,16 kg of 5-15 g/10 min (as determined by the ASTM D1238 method);  -with 40 % or more but not more than 80 % by weight of polypropylene, -with 10 % or more but not more than 30 % by weight of glass fibre, -with 10 % or more but not more than 30 % by weight of mica",6.50%,0.00%,390210
3902100090,Other,6.50%,0.00%,390210
3902200010,"Polyisobutylene, of a number average molecular weight (M@n) of 700|or more but not more than 800",6.50%,0.00%,390220
3902200020,"Hydrogenated polyisobutene, in liquid form",6.50%,0.00%,390220
3902200090,Other,6.50%,0.00%,390220
3902300010,"For cavity filling, for use in certain types of aircraft",6.50%,0.00%,390230
3902300091,"A-B Block copolymer of polystyrene and an ethylene-propylene copolymer, containing by weight 40|% or less of styrene, in one of the forms mentioned in note 6|(b) to Chapter 39",6.50%,0.00%,390230
3902300095," A-B-A block copolymer, consisting of: -|a copolymer of propylene and ethylene and -|21|% (± 3|%) by weight of polystyrene",6.50%,0.00%,390230
3902300097,"Liquid ethylene-propylene-copolymer with: -|a flashpoint of 250|°C or more, -|a viscosity index of 150|or more, -|of a number average molecular weight (M@n) of 650|or more",6.50%,0.00%,390230
3902300099,Other,6.50%,0.00%,390230
3902901000,"A-B-A block copolymer of polystyrene, ethylene-butylene copolymer and polystyrene, containing by weight 35|% or less of styrene, in one of the forms mentioned in note|6(b) to this chapter",0.00%,0.00%,390290
3902902000,"Polybut-1-ene, a copolymer of but-1-ene with ethylene containing by weight 10|% or less of ethylene, or a blend of polybut-1-ene with polyethylene and/or polypropylene containing by weight 10|% or less of polyethylene and/or 25|% or less of polypropylene, in one of the forms mentioned in note|6(b) to this chapter",0.00%,0.00%,390290
3902909010,"For cavity filling, for use in certain types of aircraft",6.50%,0.00%,390290
3902909052,Amorphous poly-alpha-olefin copolymer blend of poly(propylene-co-1-butene) and petroleum hydrocarbon resin,6.50%,0.00%,390290
3902909055,"Thermoplastic elastomer, with an A-B-A block copolymer structure of polystyrene, polyisobutylene and polystyrene containing by weight 10|% or more but not more than 35|% of polystyrene",6.50%,0.00%,390290
3902909060,"Non-hydrogenated 100|% aliphatic resin (polymer), with|the following characteristics: -|liquid at room temperature -|obtained by cationic polymerisation of C-5|alkenes monomers -|with a number average molecular weight (Mn) of 370|(±|50) -|with a weight average molecular weight (Mw) of 500|(±|100)",6.50%,0.00%,390290
3902909092,Polymers of 4-methylpent-1-ene,6.50%,0.00%,390290
3902909094,"Chlorinated polyolefins, whether or not in a solution or dispersion",6.50%,0.00%,390290
3902909098,"Synthetic poly-alpha-olefin with a viscosity at 100|° Celsius (measured according to method ASTM|D|445) ranging from 3|centistokes to 9|centistokes and obtained by polymerization of a mixture of dodecene and tetradecene, containing a maximum of 40|% of tetradecene",6.50%,0.00%,390290
3902909099,Other,0.00%,0.00%,390290
3903110000,Expansible,6.50%,0.00%,390311
3903190040," Crystalline polystyrene with: -|a melting point of 268|°C or more but not more than 272|°C -|a setting point of 232|°C or more but not more than 247|°C, -|whether or not containing additives and filling material",6.50%,0.00%,390319
3903190090,Other,6.50%,0.00%,390319
3903200000,Styrene-acrylonitrile (SAN) copolymers,6.50%,0.00%,390320
3903300000,Acrylonitrile-butadiene-styrene (ABS) copolymers,6.50%,0.00%,390330
3903901000,"Copolymer, solely of styrene with allyl alcohol, of an acetyl value of 175|or more",0.00%,0.00%,390390
3903902000,"Brominated polystyrene, containing by weight 58|% or more but not more than 71|% of bromine, in one of the forms mentioned in note|6(b) to this chapter",0.00%,0.00%,390390
3903909015," Copolymer in the form of granules containing by weight: -|78|± 4|% styrene, -|9|± 2|% n-butyl acrylate, -|11|± 3|% n-butyl methacrylate,, -|1.5|± 0,7|% methacrylic acid and -|0,01|% or more but not more than 2,5|% of polyolefinic wax",6.50%,0.00%,390390
3903909020," Copolymer in the form of granules containing by weight: -|83|± 3|% styrene, -|7|± 2|% n-butyl acrylate, -|9|± 2|% n-butyl methacrylate and -|0,01|% or more but not more than 1|% of polyolefinic wax",6.50%,0.00%,390390
3903909025,Copolymer in the form of granules containing by weight:,6.50%,0.00%,390390
3903909033,"Copolymer of styrene, divinylbenzene and chloromethylstyrene (CAS RN 55844-94-5) with a purity by weight of 99 % or more",6.50%,0.00%,390390
3903909035,"Copolymer of _α_-methylstyrene and styrene, having a softening point exceeding 113|ºC",6.50%,0.00%,390390
3903909038,"Copolymer in the form of granules containing by weight: -|82|± 6|% styrene, -|13,5|± 3|% n-butyl acrylate, -|1|± 0,5|% methacrylic acid and -|0,01|% or more but not more than 8,5|% of polyolefinic wax",6.50%,0.00%,390390
3903909045,"Preparation, in form of powder, containing by weight: -|86|% or more but not more than 90|% of styrene-acrylic-copolymer and -|9|% or more but not more than 11|% of fatty acid ethoxylate (CAS|RN|9004-81-3)",6.50%,0.00%,390390
3903909046,"Copolymer in the form of granules containing by weight: -|74|%|(± 4|%) styrene, -|24|% (± 2|%) n-butylacrylate and -|0,01|% or more but not more than 2|% methacrylic acid",6.50%,0.00%,390390
3903909060,"Copolymer of styrene with maleic anhydride, either partially esterified or completely chemically modified, of an average molecular weight (M@n) of not more than 4500, in flake or powder form",6.50%,0.00%,390390
3903909065,"Copolymer of Styrene with 2, 5-Furandione and (1-methylethyl)benzene in the form of flakes or powder (CAS RN 26762-29-8)",6.50%,0.00%,390390
3903909070,Copolymer in the form of granules containing by weight: -|75|% (± 7|%) styrene and -|25|% (± 7|%) methylmethacrylate,6.50%,0.00%,390390
3903909080,"Granules of copolymer of styrene and divinylbenzene of a minimum diameter of 150|μm and a maximum diameter of 800|μm and containing by weight: -|minimum 65|% styrene, -|maximum 25|% divinylbenzene for use in the manufacture of ion exchange resins",6.50%,0.00%,390390
3903909086,"Mixture containing by weight: -|45|% or more but not more than 65|% of polymers of styrene -|35|% or more but not more than 45|% of poly(phenylene ether) -|not more than 10|% of other additives and with one or more of the following special colour effects: -|metallic or pearlescent with a visual angular metamerism caused by at least 0,3|% flake-based pigment -|fluorescent, as characterized by emitting light during absorption of ultraviolet radiation -|bright white, as characterized by L*|not less than 92|and b* not more than 2|and a* between -5|and 7|on the|CIELab colour scale",6.50%,0.00%,390390
3903909090,Other,6.50%,0.00%,390390
3904100010,"In the form of granules, for use in certain types of aircraft",6.50%,0.00%,390410
3904100090,Other,6.50%,0.00%,390410
3904210010,"In the form of granules, for use in certain types of aircraft",6.50%,0.00%,390421
3904210090,Other,6.50%,0.00%,390421
3904220010,"In the form of granules, for use in certain types of aircraft",6.50%,0.00%,390422
3904220090,Other,6.50%,0.00%,390422
3904300030,"Copolymer of vinyl chloride with vinyl acetate and vinyl alcohol, containing by weight: -|87|% or more but not more than 92|% of vinyl chloride, -|2|% or more but not more than 9|% of vinyl acetate and -|1|% or more but not more than 8|% of vinyl alcohol, in one of the forms mentioned in note 6|(a) or (b) to Chapter 39, for the manufacture of goods of headings|3215|or 8523|or for use in the manufacture of coatings for containers and closures of a kind used for preserving food and drink",6.50%,0.00%,390430
3904300090,Other,6.50%,0.00%,390430
3904400010,"For cavity filling, for use in certain types of aircraft",6.50%,0.00%,390440
3904400091," Copolymer of vinyl chloride with vinyl acetate and vinyl alcohol, containing by weight: -|87|% or more but not more than 92|% of vinyl chloride, -|2|% or more but not more than 9|% of vinyl acetate and -|1|% or more but not more than 8|% of vinyl alcohol, in one of the forms mentioned in note 6|(a) or (b) to Chapter 39, for the manufacture of goods of headings|3215|or 8523|or for use in the manufacture of coatings for containers and closures of a kind used for preserving food and drink",6.50%,0.00%,390440
3904400099,Other,6.50%,0.00%,390440
3904501000,"Copolymer of vinylidene chloride with acrylonitrile, in the form of expansible beads of a diameter of 4|micrometres or more but not more than 20|micrometres",0.00%,0.00%,390450
3904509010,"For cavity filling, for use in certain types of aircraft",6.50%,0.00%,390450
3904509099,Other,6.50%,0.00%,390450
3904610020,"Copolymer of tetrafluoroethylene and trifluoro(heptafluoropropoxy)ethylene, containing 3,2|% or more but not more than 4,6|% by weight of trifluoro(heptafluoropropoxy)ethylene and less than 1|mg/kg of extractable fluoride ions",6.50%,0.00%,390461
3904610090,Other,6.50%,0.00%,390461
3904691000,"Poly(vinyl fluoride), in one of the forms mentioned in note|6(b) to this chapter",0.00%,0.00%,390469
3904692000,Fluoroelastomers FKM,6.50%,0.00%,390469
3904698010,"For cavity filling, for use in certain types of aircraft",6.50%,0.00%,390469
3904698020,"Copolymer of tetrafluoroethylene, heptafluoro-1-pentene and ethene (CAS RN 94228-79-2)",6.50%,0.00%,390469
3904698030,"Copolymer of tetrafluoroethylene, hexafluoropropene and ethene",6.50%,0.00%,390469
3904698081,Poly(vinylidene fluoride) (CAS RN 24937-79-9),6.50%,0.00%,390469
3904698085,"Copolymer of ethylene with chlorotrifluoroethylene, whether or not modified with hexafluoroisobutylene, in powder, whether or not with fillers",6.50%,0.00%,390469
3904698088,"Polytetrafluoroethylene (CAS|RN|9002-84-0) encapsulated with an acrylonitrile-styrene copolymer (CAS|RN|9003-54-7), with a content by weight of each polymer of 50|% (± 1|%)",6.50%,0.00%,390469
3904698089,Tetrafluoroethylene copolymer in butylacetate solution with a content of solvent of 50|% (±|2|%) by weight,6.50%,0.00%,390469
3904698094,Copolymer of ethylene and tetrafluoroethylene,6.50%,0.00%,390469
3904698096,"Polychlorotrifluoroethylene, in one of the forms mentioned in note 6|(a) and (b) to Chapter 39",6.50%,0.00%,390469
3904698097,Copolymer of chlorotrifluoroethylene and vinylidene difluoride,6.50%,0.00%,390469
3904698099,Other,6.50%,0.00%,390469
3904900010,"For cavity filling, for use in certain types of aircraft",6.50%,0.00%,390490
3904900090,Other,6.50%,0.00%,390490
3905120000,In aqueous dispersion,6.50%,0.00%,390512
3905190010,"For cavity filling, for use in certain types of aircraft",6.50%,0.00%,390519
3905190090,Other,6.50%,0.00%,390519
3905210000,In aqueous dispersion,6.50%,0.00%,390521
3905290010,"For cavity filling, for use in certain types of aircraft",6.50%,0.00%,390529
3905290090,Other,6.50%,0.00%,390529
3905300010,"Viscous preparation, essentially consisting of poly(vinyl alcohol) (CAS RN 9002-89-5), an organic solvent and water for use as protective coating of wafers during the manufacturing of semiconductors",6.50%,0.00%,390530
